,h3_index,geometry
270,89394460203ffff,"POLYGON ((41.38329334625713 2.1224276076739206, 41.38151550993199 2.1227570677473953, 41.380947456142195 2.124928233993366, 41.38215724729229 2.1267700357144927, 41.3839351175867 2.126440645686803, 41.38450316276235 2.1242693838893327, 41.38329334625713 2.1224276076739206))"
271,8939446020fffff,"POLYGON ((41.380947456142195 2.124928233993366, 41.37916955980605 2.1252576397390777, 41.37860142065127 2.1274287771608487, 41.37981118644316 2.129270604377966, 41.381589116747456 2.1289412686802156, 41.38215724729229 2.1267700357144927, 41.380947456142195 2.124928233993366))"
272,893944602abffff,"POLYGON ((41.38692273554425 2.1279531843731117, 41.38514489130091 2.1282825586785212, 41.38457676936294 2.130453887193533, 41.38578650027271 2.132295936954968, 41.387564378475986 2.131966632714722, 41.38813249181015 2.129795208645015, 41.38692273554425 2.1279531843731117))"
273,89394460207ffff,"POLYGON ((41.3839351175867 2.126440645686803, 41.38215724729229 2.1267700357144927, 41.381589116747456 2.1289412686802156, 41.38279886510448 2.130783207164678, 41.38457676936294 2.130453887193533, 41.38514489130091 2.1282825586785212, 41.3839351175867 2.126440645686803))"
274,8939446062fffff,"POLYGON ((41.39630514622437 2.117949541387462, 41.39452754210504 2.118279133051683, 41.39395976168034 2.120450576878706, 41.39516959399618 2.1222925246236173, 41.39694723207996 2.1219630030158907, 41.39751500388402 2.119791463603896, 41.39630514622437 2.117949541387462))"
275,8939446005bffff,"POLYGON ((41.39694723207996 2.1219630030158907, 41.39516959399618 2.1222925246236173, 41.39460173680468 2.124464035211371, 41.39581152631086 2.1263061197713085, 41.397589198353835 2.1259766682308547, 41.398157046932 2.1238050620603373, 41.39694723207996 2.1219630030158907))"
276,89394460053ffff,"POLYGON ((41.399934658930334 2.1234755561704186, 41.398157046932 2.1238050620603373, 41.397589198353835 2.1259766682308547, 41.39879897038486 2.127818864096711, 41.4005766163383 2.1274894282826597, 41.401144456306206 2.1253177265239964, 41.399934658930334 2.1234755561704186))"
277,89394460627ffff,"POLYGON ((41.399292581922026 2.119461887648877, 41.39751500388402 2.119791463603896, 41.39694723207996 2.1219630030158907, 41.398157046932 2.1238050620603373, 41.399934658930334 2.1234755561704186, 41.40050242211688 2.1213039211680775, 41.399292581922026 2.119461887648877))"
278,89394460637ffff,"POLYGON ((41.4016377863213 2.1169606891156985, 41.39986026833541 2.117290319420198, 41.399292581922026 2.119461887648877, 41.40050242211688 2.1213039211680775, 41.402279974064214 2.120974360926519, 41.402847651855865 2.1188026970999334, 41.4016377863213 2.1169606891156985))"
279,893944606abffff,"POLYGON ((41.40334042721776 2.1104459360097434, 41.401563003258104 2.1107756907159243, 41.400995479002695 2.112947220947604, 41.40220538734073 2.1147890920778956, 41.40398284526817 2.1144594074217395, 41.40455036089037 2.112287781582389, 41.40334042721776 2.1104459360097434))"
280,893944606afffff,"POLYGON ((41.40398284526817 2.1144594074217395, 41.40220538734073 2.1147890920778956, 41.4016377863213 2.1169606891156985, 41.402847651855865 2.1188026970999334, 41.404625143745875 2.1184730825045275, 41.405192736139355 2.1163013898612544, 41.40398284526817 2.1144594074217395))"
281,893944600dbffff,"POLYGON ((41.404625143745875 2.1184730825045275, 41.402847651855865 2.1188026970999334, 41.402279974064214 2.120974360926519, 41.40348979678185 2.1228165057580854, 41.40526732262921 2.1224869612342303, 41.40583499180218 2.1203152018043725, 41.404625143745875 2.1184730825045275))"
282,893944606a7ffff,"POLYGON ((41.40697016796568 2.1159717209098603, 41.405192736139355 2.1163013898612544, 41.404625143745875 2.1184730825045275, 41.40583499180218 2.1203152018043725, 41.40761245758699 2.1199856029223345, 41.40818004135761 2.117813814668217, 41.40697016796568 2.1159717209098603))"
283,893944600cbffff,"POLYGON ((41.402279974064214 2.120974360926519, 41.40050242211688 2.1213039211680775, 41.399934658930334 2.1234755561704186, 41.401144456306206 2.1253177265239964, 41.40292204220977 2.1249882363561197, 41.40348979678185 2.1228165057580854, 41.402279974064214 2.120974360926519))"
284,89394460083ffff,"POLYGON ((41.411883930405104 2.129527039239452, 41.41010642284175 2.1298564822155974, 41.4095386086862 2.132028470770862, 41.41074831069248 2.1338711119567133, 41.41252585219453 2.133541739090864, 41.41309365775216 2.131369654925992, 41.411883930405104 2.129527039239452))"
285,8939446008fffff,"POLYGON ((41.4095386086862 2.132028470770862, 41.407761041057285 2.132357859380158, 41.407193141496556 2.134529819065747, 41.40840281815903 2.136372485741187, 41.4101804197255 2.1360431672443374, 41.41074831069248 2.1338711119567133, 41.4095386086862 2.132028470770862))"
286,89394460093ffff,"POLYGON ((41.4142291066437 2.127025524476927, 41.412451659152254 2.127355021822079, 41.411883930405104 2.129527039239452, 41.41309365775216 2.131369654925992, 41.41487113918343 2.1310402276889735, 41.41543885932843 2.12886811465441, 41.4142291066437 2.127025524476927))"
287,893944600b3ffff,"POLYGON ((41.413167654287335 2.137556642525819, 41.41139007885182 2.137885945270615, 41.41082211106521 2.1400580672732232, 41.41203172729807 2.1419009821333437, 41.41380933666184 2.14157174952036, 41.414377295865066 2.1393995319125683, 41.413167654287335 2.137556642525819))"
288,893944600a3ffff,"POLYGON ((41.41082211106521 2.1400580672732232, 41.409044475566375 2.1403873156468602, 41.408476422372736 2.1425594087495177, 41.409686013257684 2.1444023490732635, 41.41146368268362 2.144073170833599, 41.41203172729807 2.1419009821333437, 41.41082211106521 2.1400580672732232))"
289,893944600bbffff,"POLYGON ((41.4101804197255 2.1360431672443374, 41.40840281815903 2.136372485741187, 41.40783484178594 2.13854451214399, 41.409044475566375 2.1403873156468602, 41.41082211106521 2.1400580672732232, 41.41139007885182 2.137885945270615, 41.4101804197255 2.1360431672443374))"
290,893944600abffff,"POLYGON ((41.40783484178594 2.13854451214399, 41.406057180161405 2.138873776274034, 41.4054891183855 2.1410457737844495, 41.40669872681698 2.1428886027541805, 41.408476422372736 2.1425594087495177, 41.409044475566375 2.1403873156468602, 41.40783484178594 2.13854451214399))"
291,8939446054bffff,"POLYGON ((41.415513052029524 2.1350551345126534, 41.413735536663644 2.135384491630804, 41.413167654287335 2.137556642525819, 41.414377295865066 2.1393995319125683, 41.416154845160314 2.139070244924103, 41.41672271894904 2.136897998416328, 41.415513052029524 2.1350551345126534))"
292,893944600b7ffff,"POLYGON ((41.41380933666184 2.14157174952036, 41.41203172729807 2.1419009821333437, 41.41146368268362 2.144073170833599, 41.41267325600964 2.1459162225209525, 41.41445089929641 2.145587060050554, 41.41501893533476 2.1434147757473703, 41.41380933666184 2.14157174952036))"
293,893944601cbffff,"POLYGON ((41.406771938326436 2.149075763589435, 41.4049941487952 2.14940483308902, 41.4044258479667 2.1515769350213043, 41.40563534523353 2.153420063031322, 41.40741316868441 2.1530910636807943, 41.40798146094939 2.1509188661683067, 41.406771938326436 2.149075763589435))"
294,89394460113ffff,"POLYGON ((41.41104154726096 2.1586210299654636, 41.409263716032584 2.158949943360992, 41.4086952700672 2.1611222741213294, 41.40990466387663 2.162965787064348, 41.41168252901007 2.1626369438479816, 41.4122509664296 2.160464517506562, 41.41104154726096 2.1586210299654636))"
295,8939446018bffff,"POLYGON ((41.413387678994845 2.1561197024639096, 41.41160990781891 2.156448670237038, 41.41104154726096 2.1586210299654636, 41.4122509664296 2.160464517506562, 41.41402877151174 2.1601356199104744, 41.41459712351963 2.1579631645933595, 41.413387678994845 2.1561197024639096))"
296,89394460103ffff,"POLYGON ((41.4086952700672 2.1611222741213294, 41.40691737879273 2.161451133141459, 41.40634884742316 2.163623434926136, 41.407558215870324 2.1654669732613065, 41.40933614104874 2.1651381844225175, 41.40990466387663 2.162965787064348, 41.4086952700672 2.1611222741213294))"
297,893944601a7ffff,"POLYGON ((41.41595132999899 2.1721845926235166, 41.41417342322963 2.172513279623912, 41.41360475517614 2.1746859057000143, 41.41481400241349 2.1765299403525566, 41.41659194306809 2.1762013235722373, 41.417160602600674 2.174028601916421, 41.41595132999899 2.1721845926235166))"
298,89394462a6bffff,"POLYGON ((41.41893848320212 2.1736999307455696, 41.417160602600674 2.174028601916421, 41.41659194306809 2.1762013235722373, 41.41780117265542 2.1780454696394127, 41.419579087138025 2.177716868697279, 41.42014773815276 2.175544051456371, 41.41893848320212 2.1736999307455696))"
299,89394460cd3ffff,"POLYGON ((41.41659194306809 2.1762013235722373, 41.41481400241349 2.1765299403525566, 41.414245257465616 2.178702632972084, 41.41545446168656 2.1805468043858918, 41.41723243622119 2.180218257836431, 41.41780117265542 2.1780454696394127, 41.41659194306809 2.1762013235722373))"
300,89394460cd7ffff,"POLYGON ((41.41723243622119 2.180218257836431, 41.41545446168656 2.1805468043858918, 41.41488563983608 2.182719563531444, 41.416094801027185 2.1845638716998663, 41.417872809436616 2.1842353953920046, 41.41844162278072 2.1820625406712426, 41.41723243622119 2.180218257836431))"
301,89394462a6fffff,"POLYGON ((41.419579087138025 2.177716868697279, 41.41780117265542 2.1780454696394127, 41.41723243622119 2.180218257836431, 41.41844162278072 2.1820625406712426, 41.420219571139235 2.1817340099685456, 41.42078829906292 2.1795611261887156, 41.419579087138025 2.177716868697279))"
302,89394462a47ffff,"POLYGON ((41.4236311270262 2.168696894833212, 41.421853366550096 2.169025674791689, 41.42128487785803 2.1711984544974468, 41.4224941581689 2.173042549842116, 41.424271952528414 2.1727138401080506, 41.424840432694225 2.17054096480202, 41.4236311270262 2.168696894833212))"
303,89394462a73ffff,"POLYGON ((41.424271952528414 2.1727138401080506, 41.4224941581689 2.173042549842116, 41.42192559257698 2.175215396119351, 41.42313482986414 2.1770596282576955, 41.42491265810183 2.1767309887587984, 41.425481215174784 2.17455804688351, 41.424271952528414 2.1727138401080506))"
304,89394462a63ffff,"POLYGON ((41.42192559257698 2.175215396119351, 41.42014773815276 2.175544051456371, 41.419579087138025 2.177716868697279, 41.42078829906292 2.1795611261887156, 41.4225661873642 2.1792325410890236, 41.42313482986414 2.1770596282576955, 41.42192559257698 2.175215396119351))"
305,89394462a7bffff,"POLYGON ((41.42128487785803 2.1711984544974468, 41.419507057316075 2.17152718006099, 41.41893848320212 2.1736999307455696, 41.42014773815276 2.175544051456371, 41.42192559257698 2.175215396119351, 41.4224941581689 2.173042549842116, 41.42128487785803 2.1711984544974468))"
306,89394462a4fffff,"POLYGON ((41.42064404322895 2.167181716247308, 41.418866256574525 2.167510512026662, 41.41829775935313 2.169683196137487, 41.419507057316075 2.17152718006099, 41.42128487785803 2.1711984544974468, 41.421853366550096 2.169025674791689, 41.42064404322895 2.167181716247308))"
307,89394462a0bffff,"POLYGON ((41.42661816698267 2.1702122006687077, 41.424840432694225 2.17054096480202, 41.424271952528414 2.1727138401080506, 41.425481215174784 2.17455804688351, 41.42725898334253 2.174229352983238, 41.42782745498518 2.1720563820715784, 41.42661816698267 2.1702122006687077))"
308,89394462a67ffff,"POLYGON ((41.4225661873642 2.1792325410890236, 41.42078829906292 2.1795611261887156, 41.420219571139235 2.1817340099685456, 41.42142874002493 2.1835784042339887, 41.42320666219803 2.1832498893823713, 41.42377538161422 2.1810769100143546, 41.4225661873642 2.1792325410890236))"
309,89394460c93ffff,"POLYGON ((41.42320666219803 2.1832498893823713, 41.42142874002493 2.1835784042339887, 41.4208599351841 2.185751354535342, 41.42206906101715 2.187595885568116, 41.423847017056815 2.187267440975337, 41.42441581339744 2.185094395088083, 41.42320666219803 2.1832498893823713))"
310,89394462a2bffff,"POLYGON ((41.42555324372485 2.1807483407614137, 41.42377538161422 2.1810769100143546, 41.42320666219803 2.1832498893823713, 41.42441581339744 2.185094395088083, 41.42619370937579 2.1847658960918075, 41.42676242028759 2.1825928211302768, 41.42555324372485 2.1807483407614137))"
311,89394462a2fffff,"POLYGON ((41.42619370937579 2.1847658960918075, 41.42441581339744 2.185094395088083, 41.423847017056815 2.187267440975337, 41.42505612519222 2.189112083454737, 41.42683405503302 2.1887836547259316, 41.42740284287654 2.1866105132473996, 41.42619370937579 2.1847658960918075))"
312,89394460c97ffff,"POLYGON ((41.423847017056815 2.187267440975337, 41.42206906101715 2.187595885568116, 41.42150017925097 2.1897689023735705, 41.42270926201794 2.1916135701670405, 41.424487251918954 2.19128519584384, 41.42505612519222 2.189112083454737, 41.423847017056815 2.187267440975337))"
313,89394462b5bffff,"POLYGON ((41.42683405503302 2.1887836547259316, 41.42505612519222 2.189112083454737, 41.424487251918954 2.19128519584384, 41.4256963169769 2.193129975090304, 41.42747428067491 2.192801616639718, 41.42804314545837 2.190628408661602, 41.42683405503302 2.1887836547259316))"
314,89394462bcbffff,"POLYGON ((41.43216767200131 2.1877982914531837, 41.430389828440475 2.188126758725885, 41.42982104909097 2.1902999958010385, 41.431030121793825 2.1921448612025807, 41.43280799920892 2.191816464214563, 41.43337677006748 2.1896431315374474, 41.43216767200131 2.1877982914531837))"
315,89394462b53ffff,"POLYGON ((41.42982104909097 2.1902999958010385, 41.42804314545837 2.190628408661602, 41.42747428067491 2.192801616639718, 41.428683328011395 2.1946465073487564, 41.430461265497115 2.194318164775067, 41.431030121793825 2.1921448612025807, 41.42982104909097 2.1902999958010385))"
316,89394462bcfffff,"POLYGON ((41.43280799920892 2.191816464214563, 41.431030121793825 2.1921448612025807, 41.430461265497115 2.194318164775067, 41.43167029509974 2.196163166956351, 41.43344820636382 2.1958348402637977, 41.434017054176884 2.1936614410916335, 41.43280799920892 2.191816464214563))"
317,89394462b57ffff,"POLYGON ((41.430461265497115 2.194318164775067, 41.428683328011395 2.1946465073487564, 41.42811438627982 2.1968197818090243, 41.42932339051403 2.1986648092848142, 41.4311013618476 2.198336537008705, 41.43167029509974 2.196163166956351, 41.430461265497115 2.194318164775067))"
318,89394462a37ffff,"POLYGON ((41.43152722476265 2.1837803220037184, 41.42974941506129 2.184108859550355, 41.429180712650805 2.1862820301107786, 41.430389828440475 2.188126758725885, 41.43216767200131 2.1877982914531837, 41.432736365913584 2.185625025288543, 41.43152722476265 2.1837803220037184))"
319,89394462aafffff,"POLYGON ((41.43387359135892 2.1812785304101063, 41.432095841736796 2.1816071223689826, 41.43152722476265 2.1837803220037184, 41.432736365913584 2.185625025288543, 41.43451414939631 2.185296503601453, 41.43508275786807 2.1831232083548957, 41.43387359135892 2.1812785304101063))"
320,89394462bdbffff,"POLYGON ((41.43451414939631 2.185296503601453, 41.432736365913584 2.185625025288543, 41.43216767200131 2.1877982914531837, 41.43337677006748 2.1896431315374474, 41.435154587405584 2.1893146801329344, 41.43572327282271 2.187141318358718, 41.43451414939631 2.185296503601453))"
321,89394462aa7ffff,"POLYGON ((41.43686048126631 2.182794632251256, 41.43508275786807 2.1831232083548957, 41.43451414939631 2.185296503601453, 41.43572327282271 2.187141318358718, 41.43750103007749 2.1868128125354933, 41.438069630049924 2.184639421671739, 41.43686048126631 2.182794632251256))"
322,89394462bd3ffff,"POLYGON ((41.43750103007749 2.1868128125354933, 41.43572327282271 2.187141318358718, 41.435154587405584 2.1893146801329344, 41.436363667735854 2.191159631695986, 41.438141458841876 2.1908311961639453, 41.438710135766975 2.1886577387748094, 41.43750103007749 2.1868128125354933))"
323,8939446286bffff,"POLYGON ((41.43984732721499 2.1843108614276177, 41.438069630049924 2.184639421671739, 41.43750103007749 2.1868128125354933, 41.438710135766975 2.1886577387748094, 41.44048786678446 2.1883292488197252, 41.441056458260654 2.186155762333428, 41.43984732721499 2.1843108614276177))"
